Sample in Buffer,Sample in Window,TRIGGER,protpg_inst/data_in[23:0],protpg_inst/hsv_h[8:0],protpg_inst/hsv_s[7:0],protpg_inst/hsv_v[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,UNSIGNED,UNSIGNED,UNSIGNED
847,847,0,888498,250,36,155
848,848,0,888498,250,36,155
849,849,0,888498,250,36,155
850,850,0,888498,250,36,155
851,851,0,888498,250,36,155
852,852,0,888498,250,36,155
853,853,0,888498,250,36,155
854,854,0,888498,250,36,155
855,855,0,888498,250,36,155
856,856,0,888498,250,36,155
857,857,0,888498,250,36,155
858,858,0,888498,250,36,155
859,859,0,888498,250,36,155
860,860,0,888498,250,36,155
861,861,0,888498,250,36,155
862,862,0,888498,250,36,155
863,863,0,888498,250,36,155
864,864,0,888498,250,36,155
865,865,0,888498,250,36,155
866,866,0,888498,250,36,155
867,867,0,888498,250,36,155
868,868,0,888498,250,36,155
869,869,0,888498,250,36,155
870,870,0,888498,250,36,155
871,871,0,888498,250,36,155
872,872,0,888498,250,36,155
873,873,0,888498,250,36,155
874,874,0,888498,250,36,155
875,875,0,888498,250,36,155
876,876,0,888498,250,36,155
877,877,0,888498,250,36,155
878,878,0,888498,250,36,155
879,879,0,888498,250,36,155
880,880,0,888498,250,36,155
881,881,0,888498,250,36,155
882,882,0,888498,250,36,155
883,883,0,888498,250,36,155
884,884,0,888498,250,36,155
885,885,0,888498,250,36,155
886,886,0,888498,250,36,155
887,887,0,888498,250,36,155
888,888,0,888498,250,36,155
889,889,0,888498,250,36,155
890,890,0,888498,250,36,155
891,891,0,888498,250,36,155
892,892,0,888498,250,36,155
893,893,0,888498,250,36,155
894,894,0,888498,250,36,155
895,895,0,888498,250,36,155
896,896,0,888498,250,36,155
897,897,0,888498,250,36,155
898,898,0,888498,250,36,155
899,899,0,888498,250,36,155
900,900,0,888498,250,36,155
901,901,0,888498,250,36,155
902,902,0,888498,250,36,155
903,903,0,888498,250,36,155
904,904,0,888498,250,36,155
905,905,0,888498,250,36,155
906,906,0,888498,250,36,155
907,907,0,888498,250,36,155
908,908,0,888498,250,36,155
909,909,0,888498,250,36,155
910,910,0,888498,250,36,155
911,911,0,888498,250,36,155
912,912,0,888498,250,36,155
913,913,0,888498,250,36,155
914,914,0,888498,250,36,155
915,915,0,888498,250,36,155
916,916,0,888498,250,36,155
917,917,0,888498,250,36,155
918,918,0,888498,250,36,155
919,919,0,888498,250,36,155
920,920,0,888498,250,36,155
921,921,0,888498,250,36,155
922,922,0,888498,250,36,155
923,923,0,888498,250,36,155
924,924,0,888498,250,36,155
925,925,0,888498,250,36,155
926,926,0,888498,250,36,155
927,927,0,888498,250,36,155
928,928,0,888498,250,36,155
929,929,0,888498,250,36,155
930,930,0,888498,250,36,155
931,931,0,888498,250,36,155
932,932,0,888498,250,36,155
933,933,0,888498,250,36,155
934,934,0,888498,250,36,155
935,935,0,888498,250,36,155
936,936,0,888498,250,36,155
937,937,0,888498,250,36,155
938,938,0,888498,250,36,155
939,939,0,888498,250,36,155
940,940,0,888498,250,36,155
941,941,0,888498,250,36,155
942,942,0,888498,250,36,155
943,943,0,888498,250,36,155
944,944,0,888498,250,36,155
945,945,0,888498,250,36,155
946,946,0,888498,250,36,155
947,947,0,888498,250,36,155
948,948,0,888498,250,36,155
949,949,0,888498,250,36,155
950,950,0,888498,250,36,155
951,951,0,888498,250,36,155
952,952,0,888498,250,36,155
953,953,0,888498,250,36,155
954,954,0,888498,250,36,155
955,955,0,888498,250,36,155
956,956,0,888498,250,36,155
957,957,0,888498,250,36,155
958,958,0,888498,250,36,155
959,959,0,888498,250,36,155
960,960,0,888498,250,36,155
961,961,0,888498,250,36,155
962,962,0,888498,250,36,155
963,963,0,888498,250,36,155
964,964,0,888498,250,36,155
965,965,0,888498,250,36,155
966,966,0,888498,250,36,155
967,967,0,888498,250,36,155
968,968,0,888498,250,36,155
969,969,0,808490,250,36,155
970,970,0,808490,250,36,155
971,971,0,808490,250,31,155
972,972,0,808090,224,31,146
973,973,0,888498,224,31,146
974,974,0,888498,224,31,146
975,975,0,888498,240,36,146
976,976,0,888098,250,36,155
977,977,0,888098,250,36,155
978,978,0,888498,250,44,155
979,979,0,888498,260,44,155
980,980,0,888498,260,36,155
981,981,0,888498,250,36,155
982,982,0,888490,250,36,155
983,983,0,888490,250,36,155
984,984,0,888490,250,22,155
985,985,0,888490,258,22,146
986,986,0,888490,258,22,146
987,987,0,888490,258,22,146
988,988,0,888098,258,22,146
989,989,0,888098,258,22,146
990,990,0,908098,258,44,146
991,991,0,888098,260,44,155
992,992,0,888098,260,44,155
993,993,0,888098,280,44,155
994,994,0,888090,260,44,155
995,995,0,888090,260,44,155
996,996,0,888090,260,31,155
997,997,0,888090,270,31,146
998,998,0,888090,270,31,146
999,999,0,888090,270,31,146
1000,1000,0,888090,270,31,146
1001,1001,0,888090,270,31,146
1002,1002,0,888090,270,31,146
1003,1003,0,888090,270,31,146
1004,1004,0,888090,270,31,146
1005,1005,0,888090,270,31,146
1006,1006,0,888090,270,31,146
1007,1007,0,888090,270,31,146
1008,1008,0,888090,270,31,146
1009,1009,0,888090,270,31,146
1010,1010,0,808090,270,31,146
1011,1011,0,808090,270,31,146
1012,1012,0,888090,270,31,146
1013,1013,0,888090,240,31,146
1014,1014,0,908088,240,31,146
1015,1015,0,908088,270,31,146
1016,1016,0,888088,270,31,146
1017,1017,0,888088,330,31,146
1018,1018,0,888488,330,16,146
1019,1019,0,888488,300,16,137
1020,1020,0,888490,300,7,137
1021,1021,0,888088,300,7,137
1022,1022,0,888490,300,22,137
1023,1023,0,888490,258,16,146
1024,1024,0,888090,300,22,137
1025,1025,0,888090,258,22,146
1026,1026,0,888090,258,31,146
1027,1027,0,888090,270,31,146
1028,1028,0,888090,270,31,146
1029,1029,0,888090,270,31,146
1030,1030,0,808488,270,31,146
1031,1031,0,808088,270,31,146
1032,1032,0,888090,270,16,146
1033,1033,0,888490,207,16,137
1034,1034,0,887c90,240,31,137
1035,1035,0,887c90,270,22,146
1036,1036,0,887c90,258,33,146
1037,1037,0,888090,271,33,146
1038,1038,0,888090,271,33,146
1039,1039,0,908090,271,31,146
1040,1040,0,908490,270,31,146
1041,1041,0,908890,270,31,146
1042,1042,0,989498,300,22,146
1043,1043,0,888888,300,14,146
1044,1044,0,807c80,300,9,146
1045,1045,0,706c78,300,1,155
1046,1046,0,787078,120,2,138
1047,1047,0,706c70,300,32,128
1048,1048,0,706c70,266,30,127
1049,1049,0,706470,300,15,127
1050,1050,0,686468,300,15,118
1051,1051,0,606068,300,36,118
1052,1052,0,686868,300,18,118
1053,1053,0,686868,300,30,109
1054,1054,0,686c68,258,7,109
1055,1055,0,706c70,300,7,109
1056,1056,0,706c70,300,4,109
1057,1057,0,707078,120,15,111
1058,1058,0,707078,300,15,118
1059,1059,0,707478,300,30,118
1060,1060,0,787080,264,30,127
1061,1061,0,787480,264,20,127
1062,1062,0,807c88,246,32,127
1063,1063,0,808088,296,22,128
1064,1064,0,887c88,294,18,128
1065,1065,0,887c88,246,16,137
1066,1066,0,808088,240,18,137
1067,1067,0,888088,300,18,137
1068,1068,0,888088,300,16,137
1069,1069,0,888088,240,16,137
1070,1070,0,808488,300,16,137
1071,1071,0,808488,300,16,137
1072,1072,0,808488,300,16,137
1073,1073,0,808488,207,16,137
1074,1074,0,808488,207,16,137
1075,1075,0,808088,207,16,137
1076,1076,0,808088,207,16,137
1077,1077,0,808088,207,16,137
1078,1078,0,888088,240,16,137
1079,1079,0,888088,240,16,137
1080,1080,0,888088,240,16,137
1081,1081,0,888088,300,16,137
1082,1082,0,888088,300,16,137
1083,1083,0,888088,300,16,137
1084,1084,0,888088,300,16,137
1085,1085,0,888088,300,16,137
1086,1086,0,808088,300,16,137
1087,1087,0,808088,300,16,137
1088,1088,0,808088,300,16,137
1089,1089,0,888088,240,16,137
1090,1090,0,888088,240,16,137
1091,1091,0,888488,240,16,137
1092,1092,0,808488,300,16,137
1093,1093,0,808480,300,7,137
1094,1094,0,808088,300,16,137
1095,1095,0,808088,207,9,137
1096,1096,0,808088,120,16,133
1097,1097,0,808088,240,16,137
1098,1098,0,808088,240,16,137
1099,1099,0,808488,240,16,137
1100,1100,0,808088,240,16,137
1101,1101,0,808088,240,16,137
1102,1102,0,808088,207,16,137
1103,1103,0,808088,240,16,137
1104,1104,0,808088,240,16,137
1105,1105,0,808088,240,16,137
1106,1106,0,808088,240,16,137
1107,1107,0,808088,240,16,137
1108,1108,0,808088,240,16,137
1109,1109,0,808088,240,16,137
1110,1110,0,808088,240,16,137
1111,1111,0,808088,240,16,137
1112,1112,0,808080,240,16,137
1113,1113,0,808080,240,16,137
1114,1114,0,808088,240,0,137
1115,1115,0,787c80,0,0,128
1116,1116,0,807c80,0,16,128
1117,1117,0,808080,240,2,137
1118,1118,0,807c80,240,2,128
1119,1119,0,888088,300,0,128
1120,1120,0,808088,0,2,128
1121,1121,0,808088,300,16,128
1122,1122,0,808088,300,16,137
1123,1123,0,808088,240,16,137
1124,1124,0,808080,240,16,137
1125,1125,0,808080,240,16,137
1126,1126,0,808080,240,0,137
1127,1127,0,808080,0,0,128
1128,1128,0,808088,0,0,128
1129,1129,0,808080,0,0,128
1130,1130,0,807c80,0,16,128
1131,1131,0,807c80,240,0,137
1132,1132,0,807c80,0,2,128
1133,1133,0,887c80,300,2,128
1134,1134,0,888080,300,2,128
1135,1135,0,888080,300,18,128
1136,1136,0,808080,354,16,137
1137,1137,0,808080,360,16,137
1138,1138,0,808088,360,0,137
1139,1139,0,808080,0,0,128
1140,1140,0,807c80,0,16,128
1141,1141,0,807c80,240,0,137
1142,1142,0,807c80,0,2,128
1143,1143,0,807c80,300,2,128
1144,1144,0,808080,300,2,128
1145,1145,0,808080,300,2,128
1146,1146,0,807c80,300,0,128
1147,1147,0,807c80,0,0,128
1148,1148,0,807c80,0,2,128
1149,1149,0,807c80,300,2,128
1150,1150,0,807c80,300,2,128
1151,1151,0,807c80,300,2,128
1152,1152,0,807c80,300,2,128
1153,1153,0,807c80,300,2,128
1154,1154,0,807c80,300,2,128
1155,1155,0,807c80,300,2,128
1156,1156,0,808080,300,2,128
1157,1157,0,808080,300,2,128
1158,1158,0,788080,300,0,128
1159,1159,0,788080,0,0,128
1160,1160,0,788080,0,2,128
1161,1161,0,788080,180,2,128
1162,1162,0,807c80,180,2,128
1163,1163,0,807c80,180,2,128
1164,1164,0,787c80,180,2,128
1165,1165,0,787c78,300,2,128
1166,1166,0,807c80,300,2,128
1167,1167,0,807c80,240,0,128
1168,1168,0,807c80,0,2,127
1169,1169,0,807c80,300,2,128
1170,1170,0,807c80,300,2,128
1171,1171,0,807c80,300,2,128
1172,1172,0,808080,300,2,128
1173,1173,0,807c80,300,2,128
1174,1174,0,808480,300,0,128
1175,1175,0,788078,0,2,128
1176,1176,0,808078,300,9,128
1177,1177,0,808078,120,2,133
1178,1178,0,807c80,120,2,128
1179,1179,0,807c80,60,2,128
1180,1180,0,887c80,60,2,128
1181,1181,0,807c80,300,2,128
1182,1182,0,808078,300,18,128
1183,1183,0,808078,354,2,137
1184,1184,0,808078,300,2,128
1185,1185,0,808078,60,2,128
1186,1186,0,787c78,60,2,128
1187,1187,0,808080,60,2,128
1188,1188,0,788080,60,0,128
1189,1189,0,787c80,0,0,127
1190,1190,0,787c80,0,2,128
1191,1191,0,787880,180,2,128
1192,1192,0,787c78,240,2,128
1193,1193,0,787c78,240,12,128
1194,1194,0,807c78,290,0,128
1195,1195,0,808078,0,0,127
1196,1196,0,788078,0,2,127
1197,1197,0,787c78,360,2,128
1198,1198,0,807c78,60,2,128
1199,1199,0,807c78,120,0,128
1200,1200,0,807c78,0,2,127
1201,1201,0,807c78,360,2,128
1202,1202,0,807c78,360,2,128
1203,1203,0,807c78,360,2,128
1204,1204,0,787c78,360,2,128
1205,1205,0,787c78,360,2,128
1206,1206,0,787c78,360,0,128
1207,1207,0,787c78,0,0,127
1208,1208,0,787878,0,0,127
1209,1209,0,787c78,0,0,127
1210,1210,0,787c78,0,10,127
1211,1211,0,787c78,300,0,127
1212,1212,0,787c78,0,0,127
1213,1213,0,787c78,0,0,127
1214,1214,0,807c78,0,0,127
1215,1215,0,807c78,0,0,127
1216,1216,0,787c78,0,2,127
1217,1217,0,787c78,360,2,128
1218,1218,0,787c70,360,0,128
1219,1219,0,787c70,0,0,127
1220,1220,0,807c78,0,18,127
1221,1221,0,807c78,60,18,127
1222,1222,0,807878,60,2,127
1223,1223,0,807878,360,2,128
1224,1224,0,787c78,360,12,128
1225,1225,0,787c78,310,12,128
1226,1226,0,708078,310,0,128
1227,1227,0,708078,0,0,127
1228,1228,0,787c78,0,20,127
1229,1229,0,787c78,174,20,128
1230,1230,0,807c78,174,0,128
1231,1231,0,807c78,0,0,127
1232,1232,0,787c78,0,2,127
1233,1233,0,787c78,360,2,128
1234,1234,0,788070,360,0,128
1235,1235,0,707c70,0,0,127
1236,1236,0,787c70,0,20,127
1237,1237,0,787c70,66,18,128
1238,1238,0,787870,120,18,127
1239,1239,0,807c78,60,18,127
1240,1240,0,807878,60,18,127
1241,1241,0,807878,26,2,127
1242,1242,0,787878,360,12,128
1243,1243,0,807878,310,12,128
1244,1244,0,787c78,310,10,128
1245,1245,0,787c78,300,12,127
1246,1246,0,788070,310,0,128
1247,1247,0,707c70,0,0,127
1248,1248,0,787c78,0,20,127
1249,1249,0,787c78,66,18,128
1250,1250,0,787878,120,0,127
1251,1251,0,787878,0,0,127
1252,1252,0,787c70,0,10,127
1253,1253,0,787c78,300,10,127
1254,1254,0,787c78,300,18,127
1255,1255,0,787c78,60,0,127
1256,1256,0,787c70,0,0,127
1257,1257,0,707c70,0,0,127
1258,1258,0,707c70,0,18,127
1259,1259,0,707870,60,18,127
1260,1260,0,687870,120,18,127
1261,1261,0,687870,120,8,127
1262,1262,0,707870,120,27,122
1263,1263,0,707870,161,27,122
1264,1264,0,707870,161,8,122
1265,1265,0,707870,120,8,122
1266,1266,0,707870,120,8,122
1267,1267,0,707870,120,8,122
1268,1268,0,787c70,120,8,122
1269,1269,0,787c70,120,8,122
1270,1270,0,707c70,120,18,122
1271,1271,0,787c70,60,18,127
1272,1272,0,707c70,60,18,127
1273,1273,0,707c70,120,18,127
1274,1274,0,787870,60,18,127
1275,1275,0,787870,120,18,127
1276,1276,0,787870,120,18,127
1277,1277,0,787870,26,18,127
1278,1278,0,707c70,26,18,127
1279,1279,0,707c70,26,18,127
1280,1280,0,707c70,26,18,127
1281,1281,0,707c70,120,18,127
1282,1282,0,707c70,120,18,127
1283,1283,0,707870,120,18,127
1284,1284,0,707870,120,18,127
1285,1285,0,707870,120,8,127
1286,1286,0,707870,120,8,122
1287,1287,0,787870,120,8,122
1288,1288,0,707c70,120,8,122
1289,1289,0,707c70,120,18,122
1290,1290,0,787c70,26,18,127
1291,1291,0,787870,120,18,127
1292,1292,0,787870,120,18,127
1293,1293,0,787470,60,18,127
1294,1294,0,787470,26,18,127
1295,1295,0,787468,26,20,127
1296,1296,0,707468,354,20,127
1297,1297,0,707468,354,36,127
1298,1298,0,707870,26,19,127
1299,1299,0,707870,53,19,118
1300,1300,0,707870,53,8,118
1301,1301,0,707c70,120,8,122
1302,1302,0,707c70,120,8,122
1303,1303,0,707c70,120,18,122
1304,1304,0,707c70,120,18,127
1305,1305,0,707c70,120,18,127
1306,1306,0,787870,120,18,127
1307,1307,0,787870,120,18,127
1308,1308,0,707870,120,18,127
1309,1309,0,707868,26,18,127
1310,1310,0,687868,26,8,127
1311,1311,0,687868,120,27,122
1312,1312,0,707868,79,27,122
1313,1313,0,707868,120,27,122
1314,1314,0,707868,120,27,122
1315,1315,0,707868,79,27,122
1316,1316,0,707870,79,27,122
1317,1317,0,787c70,79,27,122
1318,1318,0,787c70,79,8,122
1319,1319,0,707870,120,18,122
1320,1320,0,707870,60,18,127
1321,1321,0,707870,60,8,127
1322,1322,0,687870,120,8,122
1323,1323,0,687870,120,8,122
1324,1324,0,707870,120,27,122
1325,1325,0,707470,161,27,122
1326,1326,0,707870,161,8,122
1327,1327,0,707870,120,2,122
1328,1328,0,707868,300,8,118
1329,1329,0,707868,120,8,122
1330,1330,0,707868,120,27,122
1331,1331,0,707868,79,27,122
1332,1332,0,707868,79,27,122
1333,1333,0,707868,79,27,122
1334,1334,0,707868,79,27,122
1335,1335,0,707870,79,27,122
1336,1336,0,707870,79,27,122
1337,1337,0,707868,79,8,122
1338,1338,0,707868,120,8,122
1339,1339,0,707868,120,27,122
1340,1340,0,687868,79,27,122
1341,1341,0,687868,79,27,122
1342,1342,0,687868,79,27,122
1343,1343,0,687868,120,27,122
1344,1344,0,707868,120,27,122
1345,1345,0,707868,120,27,122
1346,1346,0,707868,120,27,122
1347,1347,0,707868,79,27,122
1348,1348,0,707468,79,27,122
1349,1349,0,707468,79,27,122
1350,1350,0,707468,79,19,122
1351,1351,0,707468,53,19,118
1352,1352,0,707868,53,19,118
1353,1353,0,707868,53,19,118
1354,1354,0,687868,53,27,118
1355,1355,0,687868,79,27,122
1356,1356,0,687868,79,27,122
1357,1357,0,687868,120,27,122
1358,1358,0,687868,120,27,122
1359,1359,0,687c68,120,27,122
1360,1360,0,687868,120,27,122
1361,1361,0,687868,120,36,122
1362,1362,0,687868,120,27,127
1363,1363,0,687868,120,27,122
1364,1364,0,687868,120,27,122
1365,1365,0,687868,120,27,122
1366,1366,0,687c68,120,27,122
1367,1367,0,687868,120,27,122
1368,1368,0,707868,120,36,122
1369,1369,0,707868,120,27,127
1370,1370,0,687868,120,27,122
1371,1371,0,687868,79,27,122
1372,1372,0,687868,79,27,122
1373,1373,0,687868,120,27,122
1374,1374,0,687868,120,27,122
1375,1375,0,687868,120,27,122
1376,1376,0,687868,120,27,122
1377,1377,0,687868,120,27,122
1378,1378,0,687868,120,27,122
1379,1379,0,687868,120,27,122
1380,1380,0,687468,120,27,122
1381,1381,0,687468,120,27,122
1382,1382,0,687468,120,17,122
1383,1383,0,687468,120,17,117
1384,1384,0,687868,120,17,117
1385,1385,0,687868,120,17,117
1386,1386,0,687868,120,27,117
1387,1387,0,707868,120,27,122
1388,1388,0,687868,120,27,122
1389,1389,0,687868,120,27,122
1390,1390,0,687868,79,27,122
1391,1391,0,687868,120,27,122
1392,1392,0,687468,120,27,122
1393,1393,0,687468,120,27,122
1394,1394,0,687868,120,17,122
1395,1395,0,687868,120,17,117
1396,1396,0,687868,120,27,117
1397,1397,0,687868,120,27,122
1398,1398,0,687468,120,27,122
1399,1399,0,687468,120,27,122
1400,1400,0,687868,120,17,122
1401,1401,0,687868,120,17,117
1402,1402,0,687868,120,27,117
1403,1403,0,687860,120,27,122
1404,1404,0,687860,120,27,122
1405,1405,0,687860,120,46,122
1406,1406,0,687860,96,46,122
1407,1407,0,687860,96,46,122
1408,1408,0,687860,96,46,122
1409,1409,0,687860,96,46,122
1410,1410,0,687860,96,46,122
1411,1411,0,687868,96,46,122
1412,1412,0,687868,96,46,122
1413,1413,0,687868,96,27,122
1414,1414,0,687868,120,27,122
1415,1415,0,687460,120,27,122
1416,1416,0,687460,120,27,122
1417,1417,0,607460,120,37,122
1418,1418,0,607458,89,37,117
1419,1419,0,607458,89,37,117
1420,1420,0,586c58,120,56,117
1421,1421,0,586850,100,56,117
1422,1422,0,506450,100,46,117
1423,1423,0,506050,120,57,111
1424,1424,0,486040,98,48,106
1425,1425,0,486048,120,37,101
1426,1426,0,405840,120,85,96
1427,1427,0,385438,104,61,96
1428,1428,0,384c38,120,73,96
1429,1429,0,385038,120,66,90
1430,1430,0,385438,120,51,85
1431,1431,0,405c40,120,54,79
1432,1432,0,486440,120,66,80
1433,1433,0,506840,120,83,85
1434,1434,0,586450,120,93,95
1435,1435,0,606c50,106,101,101
1436,1436,0,687458,95,48,106
1437,1437,0,708068,92,66,101
1438,1438,0,789070,83,56,111
1439,1439,0,708468,79,38,117
1440,1440,0,708068,92,46,128
1441,1441,0,687c68,100,46,144
1442,1442,0,687860,98,38,133
1443,1443,0,607860,92,36,128
1444,1444,0,607460,120,46,127
1445,1445,0,607460,96,46,122
1446,1446,0,607460,120,37,122
1447,1447,0,607460,120,37,117
1448,1448,0,687860,120,37,117
1449,1449,0,687860,120,37,117
1450,1450,0,687460,120,46,117
1451,1451,0,687460,96,46,122
1452,1452,0,687060,96,37,122
1453,1453,0,687460,89,37,117
1454,1454,0,687460,89,27,117
1455,1455,0,687460,75,37,112
1456,1456,0,687460,89,37,117
1457,1457,0,687460,89,37,117
1458,1458,0,687460,89,37,117
1459,1459,0,687460,89,37,117
1460,1460,0,687460,89,37,117
1461,1461,0,687460,89,37,117
1462,1462,0,607460,89,37,117
1463,1463,0,687460,89,37,117
1464,1464,0,687460,89,37,117
1465,1465,0,687460,120,37,117
1466,1466,0,607460,89,37,117
1467,1467,0,607460,89,37,117
1468,1468,0,607860,89,37,117
1469,1469,0,607860,120,37,117
1470,1470,0,687860,120,46,117
1471,1471,0,607860,120,46,122
1472,1472,0,687460,120,46,122
1473,1473,0,687460,96,46,122
1474,1474,0,687460,120,37,122
1475,1475,0,687460,89,37,117
1476,1476,0,687460,89,37,117
1477,1477,0,687460,89,37,117
1478,1478,0,687460,89,37,117
1479,1479,0,687460,89,37,117
1480,1480,0,687860,89,37,117
1481,1481,0,687860,89,37,117
1482,1482,0,607860,89,46,117
1483,1483,0,607860,96,46,122
1484,1484,0,687860,96,46,122
1485,1485,0,687858,120,46,122
1486,1486,0,687460,120,46,122
1487,1487,0,607460,96,65,122
1488,1488,0,607460,86,37,122
1489,1489,0,607460,89,37,117
1490,1490,0,607860,120,37,117
1491,1491,0,607860,120,37,117
1492,1492,0,687860,120,46,117
1493,1493,0,687860,120,46,122
1494,1494,0,687860,120,46,122
1495,1495,0,687860,96,46,122
1496,1496,0,687460,96,46,122
1497,1497,0,687860,96,46,122
1498,1498,0,607460,96,37,122
1499,1499,0,607460,89,46,117
1500,1500,0,607860,96,37,122
1501,1501,0,607860,120,37,117
1502,1502,0,607860,120,46,117
1503,1503,0,607860,120,46,122
1504,1504,0,607860,120,46,122
1505,1505,0,607860,120,46,122
1506,1506,0,607460,120,46,122
1507,1507,0,607460,120,46,122
1508,1508,0,687860,120,37,122
1509,1509,0,687860,120,37,117
1510,1510,0,687860,120,46,117
1511,1511,0,687860,96,46,122
1512,1512,0,607860,96,46,122
1513,1513,0,607860,96,46,122
1514,1514,0,607860,96,46,122
1515,1515,0,607460,120,46,122
1516,1516,0,687460,120,46,122
1517,1517,0,687460,120,37,122
1518,1518,0,687060,120,37,117
1519,1519,0,687060,89,37,117
1520,1520,0,687460,89,27,117
1521,1521,0,687460,75,27,112
1522,1522,0,687460,75,37,112
1523,1523,0,687860,89,37,117
1524,1524,0,607860,89,37,117
1525,1525,0,607860,89,46,117
1526,1526,0,607860,96,46,122
1527,1527,0,607460,120,46,122
1528,1528,0,687460,120,46,122
1529,1529,0,687460,120,37,122
1530,1530,0,607460,120,37,117
1531,1531,0,607460,89,37,117
1532,1532,0,687460,89,37,117
1533,1533,0,687460,120,37,117
1534,1534,0,687460,120,37,117
1535,1535,0,687460,89,37,117
1536,1536,0,687460,89,37,117
1537,1537,0,687460,89,37,117
1538,1538,0,607860,89,37,117
1539,1539,0,607860,89,37,117
1540,1540,0,687860,89,46,117
1541,1541,0,687860,120,46,122
1542,1542,0,687460,120,46,122
1543,1543,0,687860,96,46,122
1544,1544,0,687460,96,37,122
1545,1545,0,687460,89,46,117
1546,1546,0,687460,96,37,122
1547,1547,0,687460,89,37,117
1548,1548,0,607460,89,37,117
1549,1549,0,607460,89,37,117
1550,1550,0,687460,89,37,117
1551,1551,0,687460,120,37,117
1552,1552,0,687460,120,37,117
1553,1553,0,687460,89,37,117
1554,1554,0,607860,89,37,117
1555,1555,0,607860,89,37,117
1556,1556,0,607860,89,46,117
1557,1557,0,607860,120,46,122
1558,1558,0,687860,120,46,122
1559,1559,0,687860,120,46,122
1560,1560,0,687860,120,46,122
1561,1561,0,687460,96,46,122
1562,1562,0,687460,96,46,122
1563,1563,0,687460,96,37,122
1564,1564,0,607460,89,37,117
1565,1565,0,687460,89,37,117
1566,1566,0,687460,89,37,117
1567,1567,0,687460,120,37,117
1568,1568,0,687460,89,37,117
1569,1569,0,687460,89,37,117
1570,1570,0,687460,89,37,117
1571,1571,0,687460,89,37,117
1572,1572,0,687460,89,37,117
1573,1573,0,687060,89,37,117
1574,1574,0,687060,89,37,117
1575,1575,0,686c60,89,27,117
1576,1576,0,687060,75,27,112
1577,1577,0,687060,75,25,112
1578,1578,0,607060,71,27,111
1579,1579,0,687460,75,27,112
1580,1580,0,607460,75,27,112
1581,1581,0,687860,120,37,112
1582,1582,0,687860,89,37,117
1583,1583,0,687860,120,46,117
1584,1584,0,607460,96,46,122
1585,1585,0,687460,96,46,122
1586,1586,0,607460,96,37,122
1587,1587,0,607460,120,37,117
1588,1588,0,607458,89,37,117
1589,1589,0,607458,120,37,117
1590,1590,0,687860,120,56,117
1591,1591,0,687860,100,56,117
1592,1592,0,607460,100,46,117
1593,1593,0,607460,96,46,122
1594,1594,0,687460,96,37,122
1595,1595,0,687460,120,37,117
1596,1596,0,687460,120,37,117
1597,1597,0,687460,89,37,117
1598,1598,0,607460,89,37,117
